source,target,data_mb,data_bytes,files
individualsid0000021,individualsmergeid0000026,0.027949000,27949,chr1n-20001-21001.tar.gz
individualsid0000037,individualsmergeid0000053,0.028092000,28092,chr2n-9001-10001.tar.gz
individualsid0000038,individualsmergeid0000053,0.027578000,27578,chr2n-10001-11001.tar.gz
individualsid0000039,individualsmergeid0000053,0.027697000,27697,chr2n-11001-12001.tar.gz
individualsid0000033,individualsmergeid0000053,0.028030000,28030,chr2n-5001-6001.tar.gz
individualsid0000034,individualsmergeid0000053,0.028246000,28246,chr2n-6001-7001.tar.gz
individualsid0000035,individualsmergeid0000053,0.027927000,27927,chr2n-7001-8001.tar.gz
individualsid0000036,individualsmergeid0000053,0.027892000,27892,chr2n-8001-9001.tar.gz
individualsid0000030,individualsmergeid0000053,0.027526000,27526,chr2n-2001-3001.tar.gz
individualsid0000031,individualsmergeid0000053,0.028736000,28736,chr2n-3001-4001.tar.gz
individualsid0000032,individualsmergeid0000053,0.027975000,27975,chr2n-4001-5001.tar.gz
individualsid0000048,individualsmergeid0000053,0.028019000,28019,chr2n-20001-21001.tar.gz
individualsid0000049,individualsmergeid0000053,0.027530000,27530,chr2n-21001-22001.tar.gz
individualsid0000044,individualsmergeid0000053,0.027827000,27827,chr2n-16001-17001.tar.gz
individualsid0000045,individualsmergeid0000053,0.027902000,27902,chr2n-17001-18001.tar.gz
individualsid0000046,individualsmergeid0000053,0.028148000,28148,chr2n-18001-19001.tar.gz
individualsid0000047,individualsmergeid0000053,0.028061000,28061,chr2n-19001-20001.tar.gz
individualsid0000040,individualsmergeid0000053,0.028050000,28050,chr2n-12001-13001.tar.gz
individualsid0000041,individualsmergeid0000053,0.028135000,28135,chr2n-13001-14001.tar.gz
individualsid0000042,individualsmergeid0000053,0.028064000,28064,chr2n-14001-15001.tar.gz
individualsid0000043,individualsmergeid0000053,0.027883000,27883,chr2n-15001-16001.tar.gz
individualsid0000051,individualsmergeid0000053,0.028598000,28598,chr2n-23001-24001.tar.gz
individualsid0000052,individualsmergeid0000053,0.027963000,27963,chr2n-24001-25001.tar.gz
individualsid0000050,individualsmergeid0000053,0.028011000,28011,chr2n-22001-23001.tar.gz
individualsid0000028,individualsmergeid0000053,0.027742000,27742,chr2n-1-1001.tar.gz
individualsid0000029,individualsmergeid0000053,0.027993000,27993,chr2n-1001-2001.tar.gz
individualsid0000077,individualsmergeid0000080,0.028105000,28105,chr3n-22001-23001.tar.gz
individualsid0000078,individualsmergeid0000080,0.028031000,28031,chr3n-23001-24001.tar.gz
individualsid0000079,individualsmergeid0000080,0.028049000,28049,chr3n-24001-25001.tar.gz
individualsid0000073,individualsmergeid0000080,0.028004000,28004,chr3n-18001-19001.tar.gz
individualsid0000074,individualsmergeid0000080,0.027520000,27520,chr3n-19001-20001.tar.gz
individualsid0000075,individualsmergeid0000080,0.027971000,27971,chr3n-20001-21001.tar.gz
individualsid0000076,individualsmergeid0000080,0.028082000,28082,chr3n-21001-22001.tar.gz
individualsid0000070,individualsmergeid0000080,0.028059000,28059,chr3n-15001-16001.tar.gz
individualsid0000071,individualsmergeid0000080,0.028130000,28130,chr3n-16001-17001.tar.gz
individualsid0000072,individualsmergeid0000080,0.028012000,28012,chr3n-17001-18001.tar.gz
individualsid0000059,individualsmergeid0000080,0.027667000,27667,chr3n-4001-5001.tar.gz
individualsid0000055,individualsmergeid0000080,0.027682000,27682,chr3n-1-1001.tar.gz
individualsid0000056,individualsmergeid0000080,0.028037000,28037,chr3n-1001-2001.tar.gz
individualsid0000057,individualsmergeid0000080,0.028017000,28017,chr3n-2001-3001.tar.gz
individualsid0000058,individualsmergeid0000080,0.027970000,27970,chr3n-3001-4001.tar.gz
individualsid0000066,individualsmergeid0000080,0.028177000,28177,chr3n-11001-12001.tar.gz
individualsid0000067,individualsmergeid0000080,0.027850000,27850,chr3n-12001-13001.tar.gz
individualsid0000068,individualsmergeid0000080,0.028616000,28616,chr3n-13001-14001.tar.gz
individualsid0000069,individualsmergeid0000080,0.027765000,27765,chr3n-14001-15001.tar.gz
individualsid0000062,individualsmergeid0000080,0.027977000,27977,chr3n-7001-8001.tar.gz
individualsid0000063,individualsmergeid0000080,0.027912000,27912,chr3n-8001-9001.tar.gz
individualsid0000064,individualsmergeid0000080,0.027864000,27864,chr3n-9001-10001.tar.gz
individualsid0000065,individualsmergeid0000080,0.027457000,27457,chr3n-10001-11001.tar.gz
individualsid0000060,individualsmergeid0000080,0.027772000,27772,chr3n-5001-6001.tar.gz
individualsid0000061,individualsmergeid0000080,0.027978000,27978,chr3n-6001-7001.tar.gz
individualsid0000103,individualsmergeid0000107,0.027977000,27977,chr4n-21001-22001.tar.gz
individualsid0000104,individualsmergeid0000107,0.028133000,28133,chr4n-22001-23001.tar.gz
individualsid0000105,individualsmergeid0000107,0.028019000,28019,chr4n-23001-24001.tar.gz
individualsid0000106,individualsmergeid0000107,0.028253000,28253,chr4n-24001-25001.tar.gz
individualsid0000100,individualsmergeid0000107,0.028148000,28148,chr4n-18001-19001.tar.gz
individualsid0000101,individualsmergeid0000107,0.028508000,28508,chr4n-19001-20001.tar.gz
individualsid0000102,individualsmergeid0000107,0.028786000,28786,chr4n-20001-21001.tar.gz
individualsid0000088,individualsmergeid0000107,0.028150000,28150,chr4n-6001-7001.tar.gz
individualsid0000089,individualsmergeid0000107,0.028213000,28213,chr4n-7001-8001.tar.gz
individualsid0000084,individualsmergeid0000107,0.028214000,28214,chr4n-2001-3001.tar.gz
individualsid0000085,individualsmergeid0000107,0.028090000,28090,chr4n-3001-4001.tar.gz
individualsid0000086,individualsmergeid0000107,0.028083000,28083,chr4n-4001-5001.tar.gz
individualsid0000087,individualsmergeid0000107,0.028146000,28146,chr4n-5001-6001.tar.gz
individualsid0000082,individualsmergeid0000107,0.027905000,27905,chr4n-1-1001.tar.gz
individualsid0000083,individualsmergeid0000107,0.028029000,28029,chr4n-1001-2001.tar.gz
individualsid0000099,individualsmergeid0000107,0.027961000,27961,chr4n-17001-18001.tar.gz
individualsid0000090,individualsmergeid0000107,0.027975000,27975,chr4n-8001-9001.tar.gz
individualsid0000095,individualsmergeid0000107,0.028156000,28156,chr4n-13001-14001.tar.gz
individualsid0000096,individualsmergeid0000107,0.027722000,27722,chr4n-14001-15001.tar.gz
individualsid0000097,individualsmergeid0000107,0.028101000,28101,chr4n-15001-16001.tar.gz
individualsid0000098,individualsmergeid0000107,0.027947000,27947,chr4n-16001-17001.tar.gz
individualsid0000091,individualsmergeid0000107,0.028129000,28129,chr4n-9001-10001.tar.gz
individualsid0000092,individualsmergeid0000107,0.027843000,27843,chr4n-10001-11001.tar.gz
individualsid0000093,individualsmergeid0000107,0.027981000,27981,chr4n-11001-12001.tar.gz
individualsid0000094,individualsmergeid0000107,0.027983000,27983,chr4n-12001-13001.tar.gz
individualsid0000114,individualsmergeid0000134,0.027500000,27500,chr5n-5001-6001.tar.gz
individualsid0000115,individualsmergeid0000134,0.027813000,27813,chr5n-6001-7001.tar.gz
individualsid0000116,individualsmergeid0000134,0.027874000,27874,chr5n-7001-8001.tar.gz
individualsid0000117,individualsmergeid0000134,0.027979000,27979,chr5n-8001-9001.tar.gz
individualsid0000110,individualsmergeid0000134,0.027577000,27577,chr5n-1001-2001.tar.gz
individualsid0000111,individualsmergeid0000134,0.027803000,27803,chr5n-2001-3001.tar.gz
individualsid0000112,individualsmergeid0000134,0.027887000,27887,chr5n-3001-4001.tar.gz
individualsid0000113,individualsmergeid0000134,0.028000000,28000,chr5n-4001-5001.tar.gz
individualsid0000118,individualsmergeid0000134,0.027823000,27823,chr5n-9001-10001.tar.gz
individualsid0000119,individualsmergeid0000134,0.027819000,27819,chr5n-10001-11001.tar.gz
individualsid0000125,individualsmergeid0000134,0.027832000,27832,chr5n-16001-17001.tar.gz
individualsid0000126,individualsmergeid0000134,0.027940000,27940,chr5n-17001-18001.tar.gz
individualsid0000127,individualsmergeid0000134,0.028903000,28903,chr5n-18001-19001.tar.gz
individualsid0000128,individualsmergeid0000134,0.027838000,27838,chr5n-19001-20001.tar.gz
individualsid0000121,individualsmergeid0000134,0.027854000,27854,chr5n-12001-13001.tar.gz
individualsid0000122,individualsmergeid0000134,0.027807000,27807,chr5n-13001-14001.tar.gz
individualsid0000123,individualsmergeid0000134,0.027943000,27943,chr5n-14001-15001.tar.gz
individualsid0000124,individualsmergeid0000134,0.027552000,27552,chr5n-15001-16001.tar.gz
individualsid0000129,individualsmergeid0000134,0.027883000,27883,chr5n-20001-21001.tar.gz
individualsid0000120,individualsmergeid0000134,0.027857000,27857,chr5n-11001-12001.tar.gz
individualsid0000132,individualsmergeid0000134,0.027909000,27909,chr5n-23001-24001.tar.gz
individualsid0000133,individualsmergeid0000134,0.027676000,27676,chr5n-24001-25001.tar.gz
individualsid0000130,individualsmergeid0000134,0.027938000,27938,chr5n-21001-22001.tar.gz
individualsid0000131,individualsmergeid0000134,0.027907000,27907,chr5n-22001-23001.tar.gz
individualsid0000109,individualsmergeid0000134,0.027928000,27928,chr5n-1-1001.tar.gz
individualsid0000136,individualsmergeid0000161,0.027911000,27911,chr6n-1-1001.tar.gz
individualsid0000137,individualsmergeid0000161,0.027556000,27556,chr6n-1001-2001.tar.gz
individualsid0000138,individualsmergeid0000161,0.027834000,27834,chr6n-2001-3001.tar.gz
individualsid0000139,individualsmergeid0000161,0.028446000,28446,chr6n-3001-4001.tar.gz
individualsid0000147,individualsmergeid0000161,0.027856000,27856,chr6n-11001-12001.tar.gz
individualsid0000148,individualsmergeid0000161,0.027661000,27661,chr6n-12001-13001.tar.gz
individualsid0000149,individualsmergeid0000161,0.027741000,27741,chr6n-13001-14001.tar.gz
individualsid0000143,individualsmergeid0000161,0.027949000,27949,chr6n-7001-8001.tar.gz
individualsid0000144,individualsmergeid0000161,0.027612000,27612,chr6n-8001-9001.tar.gz
individualsid0000145,individualsmergeid0000161,0.027720000,27720,chr6n-9001-10001.tar.gz
individualsid0000146,individualsmergeid0000161,0.028584000,28584,chr6n-10001-11001.tar.gz
individualsid0000140,individualsmergeid0000161,0.028219000,28219,chr6n-4001-5001.tar.gz
individualsid0000141,individualsmergeid0000161,0.027816000,27816,chr6n-5001-6001.tar.gz
individualsid0000142,individualsmergeid0000161,0.027835000,27835,chr6n-6001-7001.tar.gz
individualsid0000158,individualsmergeid0000161,0.027671000,27671,chr6n-22001-23001.tar.gz
individualsid0000159,individualsmergeid0000161,0.028903000,28903,chr6n-23001-24001.tar.gz
individualsid0000154,individualsmergeid0000161,0.027585000,27585,chr6n-18001-19001.tar.gz
individualsid0000155,individualsmergeid0000161,0.027873000,27873,chr6n-19001-20001.tar.gz
individualsid0000156,individualsmergeid0000161,0.027833000,27833,chr6n-20001-21001.tar.gz
individualsid0000157,individualsmergeid0000161,0.028078000,28078,chr6n-21001-22001.tar.gz
individualsid0000150,individualsmergeid0000161,0.028764000,28764,chr6n-14001-15001.tar.gz
individualsid0000151,individualsmergeid0000161,0.027697000,27697,chr6n-15001-16001.tar.gz
individualsid0000152,individualsmergeid0000161,0.027989000,27989,chr6n-16001-17001.tar.gz
individualsid0000153,individualsmergeid0000161,0.027906000,27906,chr6n-17001-18001.tar.gz
individualsid0000160,individualsmergeid0000161,0.027555000,27555,chr6n-24001-25001.tar.gz
individualsid0000169,individualsmergeid0000188,0.027942000,27942,chr7n-6001-7001.tar.gz
individualsid0000165,individualsmergeid0000188,0.028004000,28004,chr7n-2001-3001.tar.gz
individualsid0000166,individualsmergeid0000188,0.028074000,28074,chr7n-3001-4001.tar.gz
individualsid0000167,individualsmergeid0000188,0.027930000,27930,chr7n-4001-5001.tar.gz
individualsid0000168,individualsmergeid0000188,0.027842000,27842,chr7n-5001-6001.tar.gz
individualsid0000163,individualsmergeid0000188,0.027708000,27708,chr7n-1-1001.tar.gz
individualsid0000164,individualsmergeid0000188,0.028078000,28078,chr7n-1001-2001.tar.gz
individualsid0000176,individualsmergeid0000188,0.027717000,27717,chr7n-13001-14001.tar.gz
individualsid0000177,individualsmergeid0000188,0.027671000,27671,chr7n-14001-15001.tar.gz
individualsid0000178,individualsmergeid0000188,0.028027000,28027,chr7n-15001-16001.tar.gz
individualsid0000179,individualsmergeid0000188,0.028016000,28016,chr7n-16001-17001.tar.gz
individualsid0000172,individualsmergeid0000188,0.028003000,28003,chr7n-9001-10001.tar.gz
individualsid0000173,individualsmergeid0000188,0.028029000,28029,chr7n-10001-11001.tar.gz
individualsid0000174,individualsmergeid0000188,0.027856000,27856,chr7n-11001-12001.tar.gz
individualsid0000175,individualsmergeid0000188,0.028074000,28074,chr7n-12001-13001.tar.gz
individualsid0000170,individualsmergeid0000188,0.027984000,27984,chr7n-7001-8001.tar.gz
individualsid0000171,individualsmergeid0000188,0.027926000,27926,chr7n-8001-9001.tar.gz
individualsid0000187,individualsmergeid0000188,0.028089000,28089,chr7n-24001-25001.tar.gz
individualsid0000183,individualsmergeid0000188,0.028095000,28095,chr7n-20001-21001.tar.gz
individualsid0000184,individualsmergeid0000188,0.027974000,27974,chr7n-21001-22001.tar.gz
individualsid0000185,individualsmergeid0000188,0.028108000,28108,chr7n-22001-23001.tar.gz
individualsid0000186,individualsmergeid0000188,0.027950000,27950,chr7n-23001-24001.tar.gz
individualsid0000180,individualsmergeid0000188,0.027944000,27944,chr7n-17001-18001.tar.gz
individualsid0000181,individualsmergeid0000188,0.027990000,27990,chr7n-18001-19001.tar.gz
individualsid0000182,individualsmergeid0000188,0.028081000,28081,chr7n-19001-20001.tar.gz
individualsid0000202,individualsmergeid0000215,0.027493000,27493,chr8n-12001-13001.tar.gz
individualsid0000203,individualsmergeid0000215,0.027998000,27998,chr8n-13001-14001.tar.gz
individualsid0000204,individualsmergeid0000215,0.027896000,27896,chr8n-14001-15001.tar.gz
individualsid0000205,individualsmergeid0000215,0.027944000,27944,chr8n-15001-16001.tar.gz
individualsid0000200,individualsmergeid0000215,0.027829000,27829,chr8n-10001-11001.tar.gz
individualsid0000201,individualsmergeid0000215,0.027942000,27942,chr8n-11001-12001.tar.gz
individualsid0000206,individualsmergeid0000215,0.027766000,27766,chr8n-16001-17001.tar.gz
individualsid0000207,individualsmergeid0000215,0.028051000,28051,chr8n-17001-18001.tar.gz
individualsid0000208,individualsmergeid0000215,0.028072000,28072,chr8n-18001-19001.tar.gz
individualsid0000209,individualsmergeid0000215,0.028031000,28031,chr8n-19001-20001.tar.gz
individualsid0000213,individualsmergeid0000215,0.027975000,27975,chr8n-23001-24001.tar.gz
individualsid0000214,individualsmergeid0000215,0.028654000,28654,chr8n-24001-25001.tar.gz
individualsid0000210,individualsmergeid0000215,0.028628000,28628,chr8n-20001-21001.tar.gz
individualsid0000211,individualsmergeid0000215,0.028049000,28049,chr8n-21001-22001.tar.gz
individualsid0000212,individualsmergeid0000215,0.028085000,28085,chr8n-22001-23001.tar.gz
individualsid0000198,individualsmergeid0000215,0.028689000,28689,chr8n-8001-9001.tar.gz
individualsid0000199,individualsmergeid0000215,0.028636000,28636,chr8n-9001-10001.tar.gz
individualsid0000194,individualsmergeid0000215,0.027953000,27953,chr8n-4001-5001.tar.gz
individualsid0000195,individualsmergeid0000215,0.027805000,27805,chr8n-5001-6001.tar.gz
individualsid0000196,individualsmergeid0000215,0.027792000,27792,chr8n-6001-7001.tar.gz
individualsid0000197,individualsmergeid0000215,0.027586000,27586,chr8n-7001-8001.tar.gz
individualsid0000190,individualsmergeid0000215,0.027571000,27571,chr8n-1-1001.tar.gz
individualsid0000191,individualsmergeid0000215,0.027768000,27768,chr8n-1001-2001.tar.gz
individualsid0000192,individualsmergeid0000215,0.027497000,27497,chr8n-2001-3001.tar.gz
individualsid0000193,individualsmergeid0000215,0.027892000,27892,chr8n-3001-4001.tar.gz
individualsid0000235,individualsmergeid0000242,0.027665000,27665,chr9n-18001-19001.tar.gz
individualsid0000236,individualsmergeid0000242,0.028612000,28612,chr9n-19001-20001.tar.gz
individualsid0000237,individualsmergeid0000242,0.027561000,27561,chr9n-20001-21001.tar.gz
individualsid0000238,individualsmergeid0000242,0.027600000,27600,chr9n-21001-22001.tar.gz
individualsid0000231,individualsmergeid0000242,0.027996000,27996,chr9n-14001-15001.tar.gz
individualsid0000232,individualsmergeid0000242,0.027804000,27804,chr9n-15001-16001.tar.gz
individualsid0000233,individualsmergeid0000242,0.027616000,27616,chr9n-16001-17001.tar.gz
individualsid0000234,individualsmergeid0000242,0.027518000,27518,chr9n-17001-18001.tar.gz
individualsid0000239,individualsmergeid0000242,0.027954000,27954,chr9n-22001-23001.tar.gz
individualsid0000230,individualsmergeid0000242,0.028011000,28011,chr9n-13001-14001.tar.gz
individualsid0000240,individualsmergeid0000242,0.027787000,27787,chr9n-23001-24001.tar.gz
individualsid0000241,individualsmergeid0000242,0.027663000,27663,chr9n-24001-25001.tar.gz
individualsid0000217,individualsmergeid0000242,0.027992000,27992,chr9n-1-1001.tar.gz
individualsid0000218,individualsmergeid0000242,0.027699000,27699,chr9n-1001-2001.tar.gz
individualsid0000219,individualsmergeid0000242,0.027650000,27650,chr9n-2001-3001.tar.gz
individualsid0000224,individualsmergeid0000242,0.027710000,27710,chr9n-7001-8001.tar.gz
individualsid0000225,individualsmergeid0000242,0.027941000,27941,chr9n-8001-9001.tar.gz
individualsid0000226,individualsmergeid0000242,0.027858000,27858,chr9n-9001-10001.tar.gz
individualsid0000227,individualsmergeid0000242,0.027832000,27832,chr9n-10001-11001.tar.gz
individualsid0000220,individualsmergeid0000242,0.027893000,27893,chr9n-3001-4001.tar.gz
individualsid0000221,individualsmergeid0000242,0.027534000,27534,chr9n-4001-5001.tar.gz
individualsid0000222,individualsmergeid0000242,0.028707000,28707,chr9n-5001-6001.tar.gz
individualsid0000223,individualsmergeid0000242,0.027883000,27883,chr9n-6001-7001.tar.gz
individualsid0000228,individualsmergeid0000242,0.028829000,28829,chr9n-11001-12001.tar.gz
individualsid0000229,individualsmergeid0000242,0.027962000,27962,chr9n-12001-13001.tar.gz
individualsid0000246,individualsmergeid0000269,0.028314000,28314,chr10n-2001-3001.tar.gz
individualsid0000247,individualsmergeid0000269,0.028376000,28376,chr10n-3001-4001.tar.gz
individualsid0000248,individualsmergeid0000269,0.028384000,28384,chr10n-4001-5001.tar.gz
individualsid0000249,individualsmergeid0000269,0.028303000,28303,chr10n-5001-6001.tar.gz
individualsid0000244,individualsmergeid0000269,0.028256000,28256,chr10n-1-1001.tar.gz
individualsid0000245,individualsmergeid0000269,0.028178000,28178,chr10n-1001-2001.tar.gz
individualsid0000257,individualsmergeid0000269,0.028251000,28251,chr10n-13001-14001.tar.gz
individualsid0000258,individualsmergeid0000269,0.027716000,27716,chr10n-14001-15001.tar.gz
individualsid0000259,individualsmergeid0000269,0.028282000,28282,chr10n-15001-16001.tar.gz
individualsid0000253,individualsmergeid0000269,0.027919000,27919,chr10n-9001-10001.tar.gz
individualsid0000254,individualsmergeid0000269,0.028051000,28051,chr10n-10001-11001.tar.gz
individualsid0000255,individualsmergeid0000269,0.028455000,28455,chr10n-11001-12001.tar.gz
individualsid0000256,individualsmergeid0000269,0.028360000,28360,chr10n-12001-13001.tar.gz
individualsid0000250,individualsmergeid0000269,0.028055000,28055,chr10n-6001-7001.tar.gz
individualsid0000251,individualsmergeid0000269,0.028156000,28156,chr10n-7001-8001.tar.gz
individualsid0000252,individualsmergeid0000269,0.027771000,27771,chr10n-8001-9001.tar.gz
individualsid0000268,individualsmergeid0000269,0.028243000,28243,chr10n-24001-25001.tar.gz
individualsid0000264,individualsmergeid0000269,0.028207000,28207,chr10n-20001-21001.tar.gz
individualsid0000265,individualsmergeid0000269,0.027855000,27855,chr10n-21001-22001.tar.gz
individualsid0000266,individualsmergeid0000269,0.028126000,28126,chr10n-22001-23001.tar.gz
individualsid0000267,individualsmergeid0000269,0.028439000,28439,chr10n-23001-24001.tar.gz
individualsid0000260,individualsmergeid0000269,0.028466000,28466,chr10n-16001-17001.tar.gz
individualsid0000261,individualsmergeid0000269,0.028281000,28281,chr10n-17001-18001.tar.gz
individualsid0000262,individualsmergeid0000269,0.028156000,28156,chr10n-18001-19001.tar.gz
individualsid0000263,individualsmergeid0000269,0.028400000,28400,chr10n-19001-20001.tar.gz
individualsid0000279,individualsmergeid0000296,0.028698000,28698,chr11n-8001-9001.tar.gz
individualsid0000275,individualsmergeid0000296,0.027608000,27608,chr11n-4001-5001.tar.gz
individualsid0000276,individualsmergeid0000296,0.028294000,28294,chr11n-5001-6001.tar.gz
individualsid0000277,individualsmergeid0000296,0.028214000,28214,chr11n-6001-7001.tar.gz
individualsid0000278,individualsmergeid0000296,0.027947000,27947,chr11n-7001-8001.tar.gz
individualsid0000271,individualsmergeid0000296,0.027927000,27927,chr11n-1-1001.tar.gz
individualsid0000272,individualsmergeid0000296,0.027575000,27575,chr11n-1001-2001.tar.gz
individualsid0000273,individualsmergeid0000296,0.028262000,28262,chr11n-2001-3001.tar.gz
individualsid0000274,individualsmergeid0000296,0.028155000,28155,chr11n-3001-4001.tar.gz
individualsid0000286,individualsmergeid0000296,0.028084000,28084,chr11n-15001-16001.tar.gz
individualsid0000287,individualsmergeid0000296,0.028118000,28118,chr11n-16001-17001.tar.gz
individualsid0000288,individualsmergeid0000296,0.027625000,27625,chr11n-17001-18001.tar.gz
individualsid0000289,individualsmergeid0000296,0.028344000,28344,chr11n-18001-19001.tar.gz
individualsid0000282,individualsmergeid0000296,0.028103000,28103,chr11n-11001-12001.tar.gz
individualsid0000283,individualsmergeid0000296,0.028107000,28107,chr11n-12001-13001.tar.gz
individualsid0000284,individualsmergeid0000296,0.028105000,28105,chr11n-13001-14001.tar.gz
individualsid0000285,individualsmergeid0000296,0.027961000,27961,chr11n-14001-15001.tar.gz
individualsid0000280,individualsmergeid0000296,0.027896000,27896,chr11n-9001-10001.tar.gz
individualsid0000281,individualsmergeid0000296,0.027725000,27725,chr11n-10001-11001.tar.gz
individualsid0000293,individualsmergeid0000296,0.028134000,28134,chr11n-22001-23001.tar.gz
individualsid0000294,individualsmergeid0000296,0.028190000,28190,chr11n-23001-24001.tar.gz
individualsid0000295,individualsmergeid0000296,0.028268000,28268,chr11n-24001-25001.tar.gz
individualsid0000290,individualsmergeid0000296,0.028073000,28073,chr11n-19001-20001.tar.gz
individualsid0000291,individualsmergeid0000296,0.028235000,28235,chr11n-20001-21001.tar.gz
individualsid0000292,individualsmergeid0000296,0.027840000,27840,chr11n-21001-22001.tar.gz
individualsid0000312,individualsmergeid0000323,0.028206000,28206,chr12n-14001-15001.tar.gz
individualsid0000313,individualsmergeid0000323,0.027955000,27955,chr12n-15001-16001.tar.gz
individualsid0000314,individualsmergeid0000323,0.027757000,27757,chr12n-16001-17001.tar.gz
individualsid0000315,individualsmergeid0000323,0.028131000,28131,chr12n-17001-18001.tar.gz
individualsid0000310,individualsmergeid0000323,0.028248000,28248,chr12n-12001-13001.tar.gz
individualsid0000311,individualsmergeid0000323,0.027582000,27582,chr12n-13001-14001.tar.gz
individualsid0000316,individualsmergeid0000323,0.028128000,28128,chr12n-18001-19001.tar.gz
individualsid0000317,individualsmergeid0000323,0.028178000,28178,chr12n-19001-20001.tar.gz
individualsid0000318,individualsmergeid0000323,0.028211000,28211,chr12n-20001-21001.tar.gz
individualsid0000319,individualsmergeid0000323,0.028151000,28151,chr12n-21001-22001.tar.gz
individualsid0000320,individualsmergeid0000323,0.028204000,28204,chr12n-22001-23001.tar.gz
individualsid0000321,individualsmergeid0000323,0.028023000,28023,chr12n-23001-24001.tar.gz
individualsid0000322,individualsmergeid0000323,0.028226000,28226,chr12n-24001-25001.tar.gz
individualsid0000301,individualsmergeid0000323,0.028782000,28782,chr12n-3001-4001.tar.gz
individualsid0000302,individualsmergeid0000323,0.028709000,28709,chr12n-4001-5001.tar.gz
individualsid0000303,individualsmergeid0000323,0.028867000,28867,chr12n-5001-6001.tar.gz
individualsid0000304,individualsmergeid0000323,0.028874000,28874,chr12n-6001-7001.tar.gz
individualsid0000300,individualsmergeid0000323,0.028951000,28951,chr12n-2001-3001.tar.gz
individualsid0000309,individualsmergeid0000323,0.027624000,27624,chr12n-11001-12001.tar.gz
individualsid0000305,individualsmergeid0000323,0.027668000,27668,chr12n-7001-8001.tar.gz
individualsid0000306,individualsmergeid0000323,0.027914000,27914,chr12n-8001-9001.tar.gz
individualsid0000307,individualsmergeid0000323,0.028098000,28098,chr12n-9001-10001.tar.gz
individualsid0000308,individualsmergeid0000323,0.028220000,28220,chr12n-10001-11001.tar.gz
individualsid0000298,individualsmergeid0000323,0.028027000,28027,chr12n-1-1001.tar.gz
individualsid0000299,individualsmergeid0000323,0.027601000,27601,chr12n-1001-2001.tar.gz
individualsid0000325,individualsmergeid0000350,0.028120000,28120,chr13n-1-1001.tar.gz
individualsid0000326,individualsmergeid0000350,0.028105000,28105,chr13n-1001-2001.tar.gz
individualsid0000327,individualsmergeid0000350,0.028068000,28068,chr13n-2001-3001.tar.gz
individualsid0000328,individualsmergeid0000350,0.027962000,27962,chr13n-3001-4001.tar.gz
individualsid0000329,individualsmergeid0000350,0.027972000,27972,chr13n-4001-5001.tar.gz
individualsid0000334,individualsmergeid0000350,0.027486000,27486,chr13n-9001-10001.tar.gz
individualsid0000335,individualsmergeid0000350,0.027830000,27830,chr13n-10001-11001.tar.gz
individualsid0000336,individualsmergeid0000350,0.027945000,27945,chr13n-11001-12001.tar.gz
individualsid0000337,individualsmergeid0000350,0.027960000,27960,chr13n-12001-13001.tar.gz
individualsid0000330,individualsmergeid0000350,0.027973000,27973,chr13n-5001-6001.tar.gz
